,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
CD44,205.327320823651,-0.333817637953437,0.0889198462420172,14.2550036407286,0.0008027222290474,0.0240737582780324
CD46,51.0068269952422,0.292772366842617,0.191617058465081,2.35461718991068,0.308106864058948,0.999822123505485
CD47,30.7580556080821,0.442742241448723,0.368991028062746,1.47326334878375,0.478723700158086,0.999822123505485
CD55,8.86670616566459,-0.258185677020149,0.496020475332115,0.469442487430221,0.790791256940254,0.999822123505485
CD58,4.98880997159171,-0.701752057627585,0.538784286988074,1.81851981229049,0.402822240004525,0.999822123505485
CD59,467.209964905777,-0.321563252592643,0.104582909913318,10.1430652633367,0.00627279887954773,0.125209178946513
CD63,183.777282479002,-0.774093532480554,0.130135066282968,35.8525620806923,1.63951374940247e-08,1.34883239275165e-06
CD74,35.7987890894585,1.36783091089782,0.522798785380639,8.78692025277671,0.0123578952781955,0.20444257188493
CD81,25.1820871812818,0.0879046764932796,0.231926652155674,0.421900890585036,0.809814195992572,0.999822123505485
CD9,17.5430910445823,-0.721396649489774,0.28387796417879,6.87293092167975,0.0321782197415264,0.392671215387694
CD99,6.01594296021174,-0.159005110186399,0.463874689728356,0.135422574812523,0.934530245283138,0.999822123505485
CDC123,15.6957767868197,0.020306613574317,0.299808844693598,0.00814318615564957,0.995936684618989,0.999822123505485
CDC20,18.8214189746551,1.05549257580185,0.281546710507353,14.1613307224586,0.000841213251449274,0.0249819818284058
CDC23,10.2142916575596,0.0896682808286306,0.357722024817825,0.0669028897744823,0.967101867831644,0.999822123505485
CDC25A,4.72316076043896,0.187821254534096,0.541683962366105,0.666004780758257,0.716768480805235,0.999822123505485
CDC27,18.556082589451,0.617603154782619,0.269989159856011,5.24942095251793,0.0724607331000957,0.650650358574311
CDC34,6.40975771514388,0.209474924807821,0.451641309435783,0.582612237807652,0.747286884358962,0.999822123505485
CDC37,40.5028609850923,-0.0523471101792508,0.187574578153234,0.533158649539793,0.76599523892008,0.999822123505485
CDC37L1,5.2177803011269,0.151165229881583,0.498290068125434,0.312659811144705,0.85527698318006,0.999822123505485
CDC42,61.0400781460417,0.0437498908272064,0.166380371099442,0.0703804334816169,0.965421759410236,0.999822123505485
CDC42BPB,7.84655693760138,-0.0491420091399709,0.424257545091823,0.129118663150074,0.937480490417878,0.999822123505485
CDC42EP1,7.5664528153203,0.29469600401783,0.416941794922002,0.505263991613127,0.776753677844159,0.999822123505485
CDC42EP3,5.9218748178206,-0.122827926941594,0.504080748926844,0.638461669294024,0.726707780609651,0.999822123505485
CDC42EP4,6.508515372045,0.791831995743412,0.461325695501143,3.34067915784838,0.188183151755233,0.999822123505485
CDC42SE1,22.6650932463072,-0.0589452546693542,0.245035002277771,0.0620991935537916,0.96942749140468,0.999822123505485
CDC42SE2,7.9966784632858,0.00522000148331527,0.405365258873474,0.0334330449505273,0.983422423279294,0.999822123505485
CDC45,9.7227454873061,0.0776169238234525,0.382424397704876,1.23028586569148,0.540563625489956,0.999822123505485
CDC5L,10.0424471254615,0.1544080785304,0.361220924663201,0.185670243581967,0.911343748634535,0.999822123505485
CDC6,94.7481119424557,0.0252669721639105,0.159439525577156,0.236071835766808,0.888664133106662,0.999822123505485
CDC73,8.93361143312942,0.189703852745671,0.406803400493229,0.257205237646275,0.879323322663817,0.999822123505485
CDCA2,7.46633504406797,1.43104650412817,0.45369634115409,10.6474629327532,0.00487453059985934,0.10197987041905
CDCA3,9.98110996708238,1.51242977326132,0.454792776340591,11.5754101760104,0.00306500803518007,0.0734636571581742
CDCA4,5.3946891929848,0.717056591818157,0.502722894807232,2.04860375704774,0.359047036378322,0.999822123505485
CDCA5,11.5282651648016,0.748873543598358,0.353862660891391,5.19582256176532,0.0744288769883618,0.660529159045403
CDCA7,7.9333975782255,-0.136932383022606,0.414496023866592,0.130422392987626,0.93686957891166,0.999822123505485
CDCA7L,14.2121763470844,0.0803550964424118,0.310070339471577,0.233648766246205,0.889741433055548,0.999822123505485
CDCP1,7.23062025216225,-0.294311180226827,0.442465664637018,0.563736268358653,0.75437315400968,0.999822123505485
CDH1,41.1837089928129,-0.592725667969461,0.189842847992849,10.7374007940919,0.00466018376512484,0.0998985871904226
CDH3,9.94455113311279,-0.273111517367053,0.364480446791808,0.858708396649703,0.650929330266191,0.999822123505485
CDIPT,11.2901549186401,-0.255114609421248,0.343806927168056,0.553097650763803,0.758396589224577,0.999822123505485
CDK1,28.9253473703267,1.09300850605618,0.229769548686898,24.0963265372145,5.85530032416167e-06,0.000318277396191931
CDK10,7.61088428326583,0.548855400402573,0.49414361010701,1.22046971859314,0.543223273055741,0.999822123505485
CDK12,30.2076663087512,0.388591627114273,0.23689469951683,2.76860228430672,0.250498801686982,0.999822123505485
CDK13,16.9561189413355,0.0359593789967835,0.286171608543102,0.0882722697561391,0.956823691529798,0.999822123505485
CDK16,18.36774202217,0.00404515124050905,0.278680449874408,0.000209348619414129,0.999895331168457,0.999895331168457
CDK2,12.8018688455998,0.134596939905482,0.339699365938541,3.27116287150938,0.194839051967196,0.999822123505485
CDK2AP1,22.7768168597114,-0.233246486159408,0.251486619535549,0.896329898239017,0.638799305958084,0.999822123505485
CDK2AP2,11.2064230652432,0.0799192780124914,0.345395817787287,0.0612065398328099,0.969860269506454,0.999822123505485
CDK4,55.6132667045294,-0.188737153395543,0.163723111740258,1.43060448564721,0.489044279332953,0.999822123505485
CDK5RAP1,10.5244847178074,-0.0789304482620029,0.355104145161255,0.088961544075282,0.956493991347269,0.999822123505485
CDK5RAP3,27.2403738182657,-0.031641344522949,0.233066750729272,0.16096071721504,0.922673025988815,0.999822123505485
CDK6,7.31833138993372,0.0900819001597026,0.440409585027416,0.0496384023782284,0.975486262842201,0.999822123505485
CDK7,8.05554170238145,0.0344755026502262,0.403236351365862,0.178702863243061,0.914524124398092,0.999822123505485
CDKAL1,6.25266816749961,0.283456976864996,0.465954320628864,0.442741661611649,0.801419434165017,0.999822123505485
CDKN1A,12.2402035586602,-1.07128858430093,0.383526463362486,8.92707314540217,0.0115215443711833,0.197586372202151
CDKN1B,5.60401801961532,0.442619518365312,0.476458696934743,1.29588783907004,0.523120249106715,0.999822123505485
CDKN2A,99.8012283998504,0.249068221019929,0.300116766477411,0.765182793664238,0.682091547120858,0.999822123505485
CDKN2AIPNL,9.40659144617684,-0.0236417677167539,0.374532106711509,0.0312261099788884,0.984508196895976,0.999822123505485
CDKN2B,7.37126655816801,0.534548977030261,0.455472465780115,1.410302367037,0.494033878829864,0.999822123505485
CDKN2C,7.39657706279058,1.50431080900118,0.47422318305324,10.7145530892338,0.0047137262652671,0.100244991250315
CDKN3,10.0573186986748,1.31490546384216,0.391697680610821,11.4172798052229,0.00331718116756529,0.0785797624441147
CDR2,10.4848349293864,-0.0401724496718717,0.363378982941936,0.0348294624199781,0.982736028804629,0.999822123505485
CDV3,65.531609367587,-0.259591923345208,0.146318054658909,3.38112681361598,0.184415593717226,0.999822123505485
CDYL,13.6667029227872,-0.263430616364409,0.328776629103838,1.19194664402654,0.551025979059014,0.999822123505485
CEACAM1,7.43654590019141,2.71139266132548,0.711429142486801,17.8429131701555,0.000133493658239306,0.00524328639587675
CEBPB,10.0578905455524,1.0342335807627,0.463732512608739,5.43175712316485,0.0661468134221375,0.61918816031726
CEBPG,5.76255998896275,0.0603105255003614,0.48333065321581,0.145056043963763,0.930039684739932,0.999822123505485
CEBPZ,16.777355966004,0.106797933791526,0.288081101048212,0.198879458795936,0.905344513883086,0.999822123505485
CELF1,15.533881885152,0.253492149528964,0.301625944852916,1.28477478767788,0.526035070854403,0.999822123505485
CEMIP2,12.9281176834182,0.188589362917784,0.32140135538234,0.756248371696401,0.685145410018569,0.999822123505485
CENPB,5.78845902109111,-0.152587967840993,0.481258472052805,0.102445045097063,0.950067235626234,0.999822123505485
CENPF,10.6263235505836,1.5464027771301,0.419366279902921,13.6169161594766,0.00110439447599273,0.0308419888524943
CENPK,6.89808648248322,0.857754145498332,0.454442220787956,3.68235100959841,0.158630845145227,0.999822123505485
CENPM,14.8360253552646,0.792430633167214,0.307437195359706,7.3498955127836,0.02535072990173,0.333307357308044
CENPN,20.5259079228606,1.26724908930855,0.278928554891572,22.507958854982,1.29556389104835e-05,0.000646507620385439
CENPO,5.61865758281616,0.944217943998329,0.491353560803671,3.92715623402645,0.140355313633834,0.935380535947038
CENPT,5.42290498089117,-0.174292146133507,0.507498455835105,0.181321835131612,0.913327351661044,0.999822123505485
CENPU,12.4939586032421,0.914041245411978,0.331197773063272,7.76822868666986,0.0205660351440377,0.293222533856912
CENPV,10.3247677498296,-0.372942207758992,0.378332367256361,1.04453015339647,0.593175437294887,0.999822123505485
CENPW,13.0808175119524,1.28276082733437,0.348038454253517,14.5709138883453,0.000685434959273784,0.0212904491431571
CENPX,20.8502103735393,-0.12047980030008,0.255380586813935,0.314165732095667,0.854633235804716,0.999822123505485
CEP170,19.2259849558825,-0.0427562213752428,0.289353352904177,0.100418156795534,0.951030563766197,0.999822123505485
CEP250,6.9757488859689,-0.464239528486725,0.459664831270009,1.05052947354518,0.591398778636758,0.999822123505485
CEP295,5.91755910970215,0.22856466971261,0.48701047938213,0.736503177300044,0.691943074763914,0.999822123505485
CEP350,8.94415090688282,0.900576052759011,0.458152021542422,4.41499161216615,0.109975704465185,0.822520993592195
CEP55,7.67990717681112,1.32198943149852,0.441758523103285,9.13098730560885,0.010404741608894,0.184139729403915
CEP57,15.7299387887325,0.594213410074647,0.291472215585691,4.3500694684403,0.113604207648675,0.841048706892469
CEP70,14.1661875619877,0.887681483370335,0.318027400205123,8.8282139277266,0.0121053598231901,0.202200905498962
CERS2,30.6012730597164,-0.23791757551454,0.229121998421851,1.31978912513365,0.516905832842773,0.999822123505485
CERT1,6.74228468674096,0.63830552466531,0.465192527031491,1.90213731074115,0.386327951337945,0.999822123505485
CES2,7.72006194704199,-0.3449121321977,0.417318356945009,0.893157416604495,0.639813399576943,0.999822123505485
CETN2,9.12881696003235,-0.146510189170491,0.395224798118387,0.234272404479746,0.88946403791854,0.999822123505485
CETN3,11.0240279610042,0.370953786542928,0.34515681000559,1.16794169450078,0.557679503973756,0.999822123505485
CFAP20,9.30329893304552,-0.231663562455418,0.373747413515091,0.430067733410773,0.806514125738518,0.999822123505485
CFAP298,7.99358358915419,-0.346295616450054,0.405054085286092,0.738154140393902,0.691372124211165,0.999822123505485
CFAP36,6.68798119217601,-0.287989120603617,0.440340745073081,0.455592047013134,0.796286667033374,0.999822123505485
CFAP97,5.38268013862428,-0.305451824053759,0.50018923037954,0.500530047703052,0.778594409636453,0.999822123505485
CFB,134.282785839642,0.908563613682538,0.511771220176239,2.8957365699217,0.235070858451788,0.999822123505485
CFDP1,10.5694774268052,0.143730286113518,0.364779519402425,0.215292484978882,0.897945195107504,0.999822123505485
CFL1,291.702625482921,0.142929738391138,0.0948279754380206,2.57789918134415,0.275560082002553,0.999822123505485
CFL2,5.33788011354526,-0.15035864699234,0.504322753419476,0.090689150324792,0.955668125592796,0.999822123505485
CFLAR,29.6233020703831,0.375152498234698,0.332349722359032,1.63890786198635,0.44067222626056,0.999822123505485
CFTR,29.4886695361476,-0.548281806071786,0.292254280545856,4.88823746775059,0.0868025973935002,0.721858056303418
CGGBP1,7.90466363989433,0.65991851725807,0.434182247605546,3.03228666641619,0.219557014463696,0.999822123505485
CGN,7.19914067254423,-0.219973489958235,0.436666515078643,0.292595468027379,0.863900452341276,0.999822123505485
CHAF1A,5.68021612027337,0.192624871890065,0.488733926724406,0.492125176649566,0.781873287254788,0.999822123505485
CHCHD1,17.5815166376732,-0.129189983284073,0.286128005048143,0.39468267054216,0.82091037981815,0.999822123505485
CHCHD10,27.2680245335803,-0.355524728575592,0.24027678688908,2.7021314110779,0.258964134025171,0.999822123505485
CHCHD2,217.61296884425,0.0177879607343593,0.134907645246867,0.0314671769674248,0.984389537834208,0.999822123505485
CHCHD3,8.0514930849149,0.0111483625258658,0.406120478346197,0.000883187931492557,0.999558503522518,0.999895331168457
CHCHD6,6.91329835242413,-0.471498026421933,0.435580976549794,1.31405602117385,0.51838969605075,0.999822123505485
CHD1,20.3389643627216,0.370062809816128,0.279132178912471,1.78619692725763,0.409385320049635,0.999822123505485
CHD2,15.9388036021684,1.4565574486103,0.378540011500887,15.7145054198667,0.000386935436371659,0.0128822409416721
CHD3,6.4694202961307,0.577788066360698,0.455915327290358,1.65979141809571,0.436094764688239,0.999822123505485
CHD4,18.6810050994596,0.226353650067401,0.285359512523493,0.637833916687455,0.726935912762163,0.999822123505485
CHD6,14.3908135845351,0.386228230981929,0.316532424070226,1.93270187142908,0.380468863424041,0.999822123505485
CHD8,10.1307692699251,0.490714241908544,0.391122148257188,2.3310522441118,0.311758595803631,0.999822123505485
CHD9,12.9538885106173,0.495490336199028,0.337748997447414,2.84202582081915,0.241469306209105,0.999822123505485
CHEK1,9.35590198716071,0.356729576761657,0.383567198742506,1.02620079968925,0.598636685558244,0.999822123505485
CHEK2,6.93947027860517,1.80913339969409,0.541991550932997,11.954262119283,0.00253609176115374,0.0630192924159345
CHID1,14.123054613374,0.0133056915016391,0.310454857746572,0.0150934526912252,0.992481678693721,0.999822123505485
CHKA,10.1633239054483,-0.0787553720299303,0.376982602645221,0.155211125662703,0.925329338855804,0.999822123505485
CHKB,6.10469115011988,0.435555651054987,0.501366077757184,1.26092928805016,0.532344392891554,0.999822123505485
CHMP1A,23.5296805797788,0.0393872445836524,0.239321650297164,0.027515598512359,0.98633640674673,0.999822123505485
CHMP2A,30.3467179422501,-0.289793175435066,0.220492493904065,1.73209835533044,0.420610026402626,0.999822123505485
CHMP2B,8.20063291765222,0.0929509330986,0.395327485460487,0.366974203590097,0.832362611652217,0.999822123505485
CHMP3,23.8698684874698,-0.0529700755855383,0.260040953140793,0.042370082643302,0.979037785361407,0.999822123505485
CHMP4A,9.25302560902771,-0.120374096306138,0.379950479059404,0.103042196825442,0.949783610824187,0.999822123505485
CHMP4B,26.6636350271796,-0.202848300120463,0.222497237229684,1.32092722622127,0.516611770973466,0.999822123505485
CHMP5,12.844792906433,-0.0217434984367767,0.328654451807921,0.0126467332244218,0.993696583797045,0.999822123505485
CHMP6,6.33299398643473,-0.289081629241937,0.455486857550905,0.667614614308391,0.716191773962838,0.999822123505485
CHMP7,8.47998567347199,-0.218633196098183,0.399453140195649,0.302049492234225,0.859826421030626,0.999822123505485
CHORDC1,17.1434821256082,0.213290057162701,0.297308769002886,2.38275802452561,0.303802028344989,0.999822123505485
CHP1,5.9912391525009,-0.152006480863903,0.507812328862363,0.426604076253348,0.807912080109874,0.999822123505485
CHPF,9.6946085261003,-0.0762821116919749,0.361609887573408,0.838243700008768,0.657624058891148,0.999822123505485
CHPT1,5.23227504745041,-0.50226681142106,0.513794804182724,1.00305365618673,0.605605298275584,0.999822123505485
CHRAC1,6.90195785018034,-0.116700719581153,0.427735862862551,0.502280576468422,0.777913231829964,0.999822123505485
CHRNA5,5.31854018544096,0.367055132089107,0.493795960232119,0.767182096842561,0.681410033916457,0.999822123505485
CHST4,6.42235135859671,1.78470599519959,0.503277998631316,14.3749964531593,0.000755978042453909,0.023011971612297
CHST9,5.24375554712908,0.128776089551072,0.513178897822414,0.108211586881644,0.947331879701069,0.999822123505485
CHTF18,7.73680903572447,0.821059306830464,0.435755597538297,3.61747286011077,0.163861055952158,0.999822123505485
CHTF8,11.59072023757,0.300595616989159,0.338627790756233,1.93430876778174,0.380163299178529,0.999822123505485
CHTOP,14.1609116572103,0.187283617654252,0.310833376340099,1.17406699392922,0.555974139799835,0.999822123505485
CHURC1,16.5106708705755,-0.114507253228114,0.281237656609293,0.591354309999552,0.744027594838788,0.999822123505485
CIAO1,9.06350498310785,-0.24733674029696,0.385805769166616,0.44150259938074,0.801916092272702,0.999822123505485
CIAO2A,25.7246299708035,-0.19334120192918,0.23793811534293,0.659548561367139,0.719086026721278,0.999822123505485
CIAO2B,27.0857135613661,-0.476498396825669,0.269561022766826,3.28993564633902,0.193018773426195,0.999822123505485
CIAO3,5.59262801689237,-0.308923728989973,0.500876034742423,0.40532929536419,0.816552028130865,0.999822123505485
CIAPIN1,13.2471055465283,-0.209676783298569,0.329700928006811,0.43038958227897,0.806384348351697,0.999822123505485
CIB1,15.0434063134825,-0.300065157465496,0.304751107653112,1.11234315381917,0.573400085220597,0.999822123505485
CIB2,5.84538587302258,0.717988956857337,0.50034106511247,2.69717247668559,0.259607023783139,0.999822123505485
CINP,6.49726992359906,-0.0894685080183763,0.453665583500824,0.295956148815847,0.862450024462166,0.999822123505485
CIP2A,7.74435525925553,1.07606442002941,0.427301386889069,6.55973068534733,0.0376333240687968,0.433103359037495
CIRBP,12.1204346082888,-0.639091162625132,0.334176082034377,4.40570865754232,0.110487340657684,0.825032736712553
CISD1,7.95141673902656,-0.42876449915246,0.420157335063802,1.11565374462421,0.572451723821401,0.999822123505485
CISD2,6.38828451341103,-0.198791663086399,0.45308565487998,0.21932580040199,0.896136171708825,0.999822123505485
CISD3,16.6395240310527,-0.288971263353104,0.297959172062998,1.2829468860214,0.526516060810196,0.999822123505485
CITED2,6.64541065810198,2.71141781906821,0.818894530425339,12.3590006844936,0.00207146261846263,0.0538934376974381
CIZ1,8.07084340038186,0.193239110273638,0.409260851627725,0.243599833308089,0.885325489668771,0.999822123505485
CKAP2,5.21975233785197,1.17878280763912,0.545481039754867,5.25130149385319,0.0723926324197601,0.650650358574311
CKAP4,9.36029572713585,0.116724241089956,0.380442712324735,0.470742787762518,0.790277290968801,0.999822123505485
CKAP5,24.7168554875246,0.801047562179605,0.252558439387347,10.0612992065826,0.0065345643170206,0.129584454599418
CKB,5.27217786618822,-0.461871722216336,0.517270917631706,1.06675032900529,0.586621679925961,0.999822123505485
CKLF,35.4112954560718,0.131986955421602,0.211608041674528,0.95861341273686,0.619212539136368,0.999822123505485
CKS1B,40.4439895420873,0.799694717925432,0.195688859958843,16.7681285016272,0.000228479458045956,0.00843019963990171
CKS2,38.0379025625957,1.0400094510056,0.201451228955941,26.9529902864372,1.40356498064321e-06,8.63121575975341e-05
CLASP1,10.3302021961114,0.638851480960835,0.37032075782478,3.66362611025977,0.160122992627194,0.999822123505485
CLASRP,6.86968063597946,-0.158905660985465,0.459852057938164,0.139456271682626,0.932647338827155,0.999822123505485
CLCN3,10.2798709310406,0.0782432539396577,0.357545488274946,0.0531922753379916,0.973754424854872,0.999822123505485
CLDN1,23.7335685391406,-0.156165827486508,0.240373915313871,0.426635472910142,0.807899397340274,0.999822123505485
CLDN2,5.32291484440623,0.292790058096288,0.483600258029298,1.72377918060392,0.422363234336237,0.999822123505485
CLDN23,9.72796842110036,-0.554948575975164,0.37722296922803,2.97988288754874,0.225385852897897,0.999822123505485
CLDN3,18.0371398449796,-0.432307071179759,0.277277228392217,5.8377436644947,0.0539945678824474,0.551541827631443
CLDN4,41.5444639919171,-0.586612553166824,0.199291669748673,12.3335362755551,0.00209800552032884,0.0539207700890755
CLDN7,29.6870899510646,-0.208047482595557,0.224437236613564,2.23881136631915,0.326473765834143,0.999822123505485
CLDND1,9.9697452441842,0.331635947874864,0.394399805836984,0.784327390456546,0.675593513474079,0.999822123505485
CLIC1,300.627486694067,0.048732655787232,0.103858729690641,0.246520165087503,0.884033710922615,0.999822123505485
CLINT1,36.2114552186008,0.402378119202829,0.194129726981107,4.46525452774671,0.10724629535948,0.809749479998031
CLIP1,10.1680671657237,0.326166420778803,0.382078668864821,0.733804361157631,0.692877418597592,0.999822123505485
CLIP4,19.8454295911123,-0.454273577713074,0.264724961554662,3.38100647825289,0.184426689909753,0.999822123505485
CLK1,13.7331287453245,0.538187929797887,0.370506966775737,2.27495811497587,0.320626284288187,0.999822123505485
CLK2,5.14634556667976,0.241382247228679,0.520390881016332,0.254570134399181,0.88048264009779,0.999822123505485
CLK3,14.5565934260286,0.0503461381055011,0.312782240345511,0.135014247648421,0.934721061803779,0.999822123505485
CLK4,5.03028031415398,0.57593524670265,0.575206721018421,1.32023991475275,0.516789338080176,0.999822123505485
CLMN,9.72660435716595,-0.0425387183164191,0.36904062102075,0.318767540512873,0.852669067144161,0.999822123505485
CLN3,4.82619888675883,-0.329620546405177,0.520805824571609,0.678253801727756,0.71239204018751,0.999822123505485
CLN6,13.3719226555233,0.190162854598722,0.32005842628049,0.903753303703475,0.636432667674751,0.999822123505485
CLNS1A,40.7407968424041,-0.102092171926435,0.18684666435062,0.879816942126929,0.644095371749658,0.999822123505485
CLP1,6.21670813474615,0.0375415377329227,0.468013106735026,0.0134658232243225,0.993289703653235,0.999822123505485
CLPB,5.61885688064993,0.345575018230316,0.497910184191787,0.834053797268155,0.659003193419957,0.999822123505485
CLPP,8.69308722960188,-0.325225667416254,0.393896376189145,0.713104718163471,0.700085814659579,0.999822123505485
CLPTM1,16.0399501498405,-0.180068887467552,0.289975505840222,0.606747270582765,0.738323181230922,0.999822123505485
CLPTM1L,24.7909963765548,-0.0923431693145671,0.22900493359775,1.55044477214257,0.460601338286422,0.999822123505485
CLPX,10.3065119487469,0.18812399908436,0.360542562480896,0.364663580885725,0.833324805336213,0.999822123505485
CLTA,17.0511486529185,-0.205273785812175,0.284339148516271,0.53018158702659,0.767136295814357,0.999822123505485
CLTB,28.9746884191644,-0.816943191413369,0.232356643800484,12.9568499148491,0.00153622839995375,0.0413830022076038
CLTC,31.6836732283207,0.174842834478786,0.21092816091904,0.749862350973494,0.687336582768867,0.999822123505485
CLTRN,20.0242645955697,0.506522714035439,0.540654797317716,0.823699370419888,0.662423840669456,0.999822123505485
CLU,35.1208649950661,-0.0868895754292015,0.216905914108717,0.16554330318386,0.920561331936217,0.999822123505485
CLUAP1,5.78863094865563,0.172299647719546,0.511930582411493,0.203986943514629,0.903035446884185,0.999822123505485
CLUH,7.07493784773345,-0.193174660220913,0.437947776977687,0.197375585142261,0.906025531773178,0.999822123505485
CMC1,7.39411893837013,-0.246682377136284,0.443467442542101,1.30336762100081,0.521167490241957,0.999822123505485
CMC2,23.25984943189,0.521068074048267,0.252967657854764,4.92467983595586,0.0852352738947013,0.716424614192481
CMPK1,24.6648402380673,-0.0920268882713808,0.237552472716799,0.181312369710767,0.91333167418515,0.999822123505485
CMPK2,22.8281638863807,2.57281154673113,1.04106461261356,3.65938082809168,0.160463237250702,0.999822123505485
CMSS1,11.7190668301038,-0.279675703853112,0.343507330542766,1.53425441537748,0.464345121133326,0.999822123505485
CMTM4,8.7823593632145,-0.495355372161278,0.411614053162747,1.51242282783652,0.469441582066756,0.999822123505485
CMTM6,18.6501693424867,0.0671369509859737,0.282685679341654,0.0720144287546631,0.96463333422916,0.999822123505485
CMTM7,15.3264813087165,-0.00975939892389193,0.298063353602073,0.111329042506348,0.945856397389049,0.999822123505485
CMTR1,11.2007495435631,0.699016121875006,0.410181880764554,4.98209559207599,0.0828231393372468,0.705801346657418
CMTR2,7.50872524340594,-0.342866975617996,0.426719590525096,0.728556153413209,0.694697988552344,0.999822123505485
CNBP,105.224904783628,-0.30266490880373,0.124487630199527,6.73388101477325,0.0344950133011863,0.410969943204741
CNDP2,32.5915804282616,-0.163985481039671,0.209197219352813,0.649674144070616,0.722645083143689,0.999822123505485
CNIH1,31.9330179164032,-0.170154848837111,0.212732407989072,0.800956690368658,0.669999478346777,0.999822123505485
CNIH4,14.4898293874075,-0.138886777034208,0.311424725421466,0.289003489886369,0.865453402234774,0.999822123505485
CNN2,13.4553555287865,0.083272859808207,0.316378083969042,0.183254383029826,0.912445253477009,0.999822123505485
CNN3,50.0087282025395,-0.0629668346931168,0.186687774396739,0.578469917051677,0.748836239272234,0.999822123505485
CNOT1,22.7758257483291,0.393208420855063,0.251004980286074,2.81369618167262,0.244914014604553,0.999822123505485
CNOT10,7.23702005627355,-0.0829513640859971,0.429406468694985,0.547940633738001,0.760354644632438,0.999822123505485
CNOT11,11.8486765069347,0.193117111582957,0.336845451810927,0.328952002936909,0.848338115569078,0.999822123505485
CNOT2,15.4849883897844,0.399637089435384,0.313678405964745,1.62854316851102,0.442961870274938,0.999822123505485
CNOT7,27.6648086995001,-0.0672308968314646,0.222781381332689,0.930698553292721,0.627915750576591,0.999822123505485
CNOT8,11.578418479819,0.592738600328965,0.345686026133586,2.95655957602194,0.228029610462409,0.999822123505485
CNOT9,9.12049776434204,0.306597124751207,0.38754088135788,0.742689944840755,0.689805936485056,0.999822123505485
CNP,33.1734010736335,0.561326294078567,0.321454975641468,8.5879429977652,0.0136506041414651,0.221023611737339
CNPPD1,5.60812004587055,-0.510127135877566,0.495523679269702,1.07560541138225,0.58403012960746,0.999822123505485
CNPY2,49.0557500871428,-0.259833022541914,0.184459410017651,2.14027821227788,0.342960806146768,0.999822123505485
CNPY3,15.4050319740288,0.247073762444936,0.301839455631269,0.722676378184275,0.696743327625043,0.999822123505485
COA1,19.3181618387471,0.281444889217966,0.260813099637215,1.27055254623209,0.529789101611195,0.999822123505485
COA3,19.9127772714407,-0.490175752645337,0.286833684947173,3.15536046734796,0.206453466939017,0.999822123505485
COA4,34.5917528069631,-0.575451723889465,0.206532312446762,7.93957659856449,0.0188774290774497,0.275601410607947
COA6,13.6560084449841,-0.045088109841846,0.313996553802169,0.0220303093288123,0.989045290012342,0.999822123505485
COA7,7.90566328941314,-0.208612650297841,0.413077612364903,0.728140594324202,0.69484234758088,0.999822123505485
COA8,8.9439667450948,-0.441452161673305,0.390932559289243,1.29730988255554,0.522748431436416,0.999822123505485
COASY,6.69631593565596,-0.108006848223935,0.461369749943903,0.0680416123422631,0.966551394194582,0.999822123505485
COBL,4.75393581043948,-0.786800802629888,0.571086995094448,2.66688892803189,0.26356784601349,0.999822123505485
COG4,8.12000315850479,0.255534355968084,0.393574445070053,0.425269767055269,0.808451262208649,0.999822123505485
COG8,6.80498877127687,-0.342080334325308,0.437900060744439,1.14729382416206,0.563466773312532,0.999822123505485
COL18A1,7.67962695596463,-0.63278227061875,0.423862065347873,2.55130175603388,0.279249151923474,0.999822123505485
COLGALT1,10.9450530083581,0.0422166660013114,0.353986432832023,1.13348479251576,0.567370700418827,0.999822123505485
COMMD1,6.33244061038455,-0.313473014540062,0.453843926042704,0.539989162290105,0.763383630990811,0.999822123505485
COMMD10,7.44519968478755,0.0752687796908614,0.426779276910088,0.208470231818197,0.901013429923785,0.999822123505485
COMMD2,21.6141329722928,0.090901491142999,0.264307959427364,0.236292157016209,0.888566242702543,0.999822123505485
COMMD3,9.00334645775899,-0.333235458931316,0.383960952050496,0.92336761722521,0.630221579076858,0.999822123505485
COMMD4,27.9679187364624,-0.0388133684932535,0.223781596134953,1.26184049761012,0.532101909484053,0.999822123505485
COMMD5,8.21588406567849,-0.0331796173978474,0.398499414773889,0.0123223295017993,0.993857776305025,0.999822123505485
COMMD6,11.794928573614,-0.710909545723083,0.33687573262958,4.7892970851186,0.0912047278705846,0.744094198727846
COMMD7,13.1040938326874,-0.460926713708615,0.325710715538025,2.215463304063,0.330307363973239,0.999822123505485
COMMD9,15.2335555047689,-0.201248156184048,0.302632400136402,0.602086792905816,0.740045656693361,0.999822123505485
COMT,8.92711016802915,-0.364992367659683,0.396742935052127,0.864374989542945,0.649087664731962,0.999822123505485
COP1,8.01972958142962,-0.00176674609962593,0.407109383038678,0.0339083563587792,0.9831887351006,0.999822123505485
COPA,28.6891914583858,0.136402671350919,0.221710959393712,0.473915123829329,0.789024772007713,0.999822123505485
COPB1,24.1920833483197,-0.163943510891509,0.237772946487525,0.476118101449948,0.788156148527634,0.999822123505485
COPB2,49.5555600496079,0.00937195679698108,0.169973710764635,0.42191098926051,0.809810106977516,0.999822123505485
COPE,25.2137282567766,-0.113960893436842,0.235353463885339,0.34377012510312,0.842075953668049,0.999822123505485
COPG1,45.3851528257203,-0.267088807956436,0.177424293781058,2.54194046123939,0.28055928247728,0.999822123505485
